0.03000000	0.00961733	0.00261874	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06077739	0.00316301	D2d
0.06000000	0.02013809	0.01056591	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06145055	0.00592477	D2d
0.09000000	0.02998619	0.02533783	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06046560	0.00943141	D2d
0.12000000	0.04037800	0.04332378	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06095995	0.01242949	D2d
0.15000000	0.04982556	0.06780552	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06080666	0.01382165	D2d
0.18000000	0.05971526	0.10035688	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06110214	0.01797959	D2d
0.21000000	0.07014991	0.13013207	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06137421	0.02060584	D2d
0.24000000	0.08034907	0.17609070	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06079507	0.02424865	D2d
0.27000000	0.09036653	0.22150770	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06110499	0.02527832	D2d
0.30000000	0.10006578	0.25903679	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06122465	0.02994784	D2d
0.33000000	0.11019127	0.31263452	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06092260	0.03262751	D2d
0.36000000	0.12003744	0.38357671	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06052758	0.03403241	D2d
0.39000000	0.13015549	0.43168132	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06039462	0.03812511	D2d
0.42000000	0.14019674	0.54898705	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06053544	0.04017843	D2d
0.45000000	0.14974076	0.57817981	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06113524	0.04566454	D2d
0.48000000	0.16010145	0.68599507	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06060621	0.04662154	D2d
0.51000000	0.16984572	0.76566951	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06012285	0.04933441	D2d
0.54000000	0.18016661	0.86244717	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06071273	0.05292355	D2d
0.57000000	0.19030105	0.95015049	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06092123	0.05736334	D2d
0.60000000	0.20013811	1.09451361	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06084241	0.05913856	D2d
0.63000000	0.21005684	1.16533311	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06128224	0.06175823	D2d
0.66000000	0.22003765	1.32093226	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06060710	0.06324607	D2d
0.69000000	0.23000564	1.48972543	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06115211	0.07408759	D2d
0.72000000	0.23992838	1.52893964	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06139441	0.07443522	D2d
0.75000000	0.25011863	1.66070410	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06115281	0.07380374	D2d
0.78000000	0.26013597	1.83425925	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06070909	0.07759353	D2d
0.81000000	0.27021884	1.87932590	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06108737	0.08426632	D2d
0.84000000	0.28044036	2.14918518	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06054861	0.08208400	D2d
0.87000000	0.29017710	2.25605287	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06164472	0.08693532	D2d
0.90000000	0.30066382	2.48068828	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06123792	0.09240642	D2d
0.93000000	0.31042014	2.65647802	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06109201	0.09377239	D2d
0.96000000	0.32036268	2.64855209	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06118868	0.09400070	D2d
0.99000000	0.33103908	3.04298736	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06106391	0.09904554	D2d
1.02000000	0.34100621	3.19823300	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06128768	0.10478524	D2d
1.05000000	0.35109963	3.31974556	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06150615	0.10659366	D2d
1.08000000	0.36158285	3.81105292	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06157813	0.10843919	D2d
1.11000000	0.37212835	3.74777215	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06153016	0.12039254	D2d
1.14000000	0.38257719	4.24053194	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06178851	0.12084655	D2d
1.17000000	0.39241370	4.46552750	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06229440	0.11392040	D2d
1.20000000	0.40372638	4.71865942	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06295759	0.13507123	D2d
1.23000000	0.41477167	4.95503179	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06198651	0.13314149	D2d
1.26000000	0.42567139	5.23597782	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06329590	0.13550793	D2d
1.29000000	0.43714094	5.64861175	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06323385	0.15548274	D2d
1.32000000	0.44987781	7.25072216	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06381704	0.15637729	D2d
1.35000000	0.46281392	7.83961099	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06442161	0.16406174	D2d
1.38000000	0.48049092	11.73212749	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.06596328	0.22392610	D2d
1.41000000	0.51696780	23.56296526	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.07161381	0.41032923	D2d
1.44000000	0.55131084	20.80165268	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.08321831	0.70694286	D2d
1.47000000	0.58260237	15.80817603	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.09812832	1.04705886	D2d
1.50000000	0.60680658	17.05047913	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.13386260	2.34509693	D2d
1.53000000	0.62965806	18.52024845	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.17572531	3.59431759	D2d
1.56000000	0.64812527	19.52987481	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.21973512	4.48360458	D2d
1.59000000	0.68972837	50.79716360	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.42613789	17.04493591	D2d
1.62000000	0.76394631	122.49553372	-0.00000000	-1.00000000	-1.00000000	-1.00000000	0.79026518	22.84771961	D2d
1.65000000	0.82449972	22.15967706	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.06892075	2.15268916	D2d
1.68000000	0.86766587	10.65985055	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.20024644	0.60771195	D2d
1.71000000	0.88097652	11.41368679	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.23056492	0.94283688	D2d
1.74000000	0.88914450	6.32969949	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.24664584	0.27283367	D2d
1.77000000	0.90614186	14.94763059	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.28592168	0.70222362	D2d
1.80000000	0.92519500	7.38824489	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.32978098	0.25243438	D2d
1.83000000	0.92986095	6.15904449	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.33621005	0.24959622	D2d
1.86000000	0.93461184	4.34164700	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.34014793	0.17557956	D2d
1.89000000	0.94051857	4.05664781	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.35268131	0.09508783	D2d
1.92000000	0.94004194	3.48499697	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.34833667	0.06545886	D2d
1.95000000	0.94498295	3.17967219	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.35416431	0.05018908	D2d
1.98000000	0.94795745	3.32558180	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.35757312	0.05545471	D2d
2.01000000	0.95237051	2.70421756	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.36407381	0.05046327	D2d
2.04000000	0.95663491	2.60890810	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.37166003	0.02137308	D2d
2.07000000	0.95931318	2.16147413	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.37532956	0.01907702	D2d
2.10000000	0.96094690	2.16534126	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.37525648	0.01615647	D2d
2.13000000	0.96084636	2.26938497	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.37120620	0.02485615	D2d
2.16000000	0.96245332	2.00856273	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.37374842	0.01709166	D2d
2.19000000	0.96491088	1.89986118	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.37721309	0.01265290	D2d
2.22000000	0.96715418	1.84312467	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38047262	0.00986059	D2d
2.25000000	0.96885415	1.66955447	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38213877	0.00862270	D2d
2.28000000	0.97017418	1.64718649	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38323207	0.00770615	D2d
2.31000000	0.97133971	1.56382626	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38366553	0.00712526	D2d
2.34000000	0.97252727	1.59883460	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38446533	0.00785245	D2d
2.37000000	0.97242318	1.43171646	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38218974	0.00808938	D2d
2.40000000	0.97308921	1.41970641	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38166212	0.00960149	D2d
2.43000000	0.97374520	1.59065539	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38158004	0.01551412	D2d
2.46000000	0.97482279	1.31415300	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38304990	0.00723397	D2d
2.49000000	0.97514654	1.26156809	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38145514	0.00658850	D2d
2.52000000	0.97561255	1.19734573	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38056650	0.00848164	D2d
2.55000000	0.97621616	1.15467211	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38025066	0.00781711	D2d
2.58000000	0.97784844	1.11712501	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38405632	0.00691974	D2d
2.61000000	0.97924087	1.11805981	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38672941	0.00431410	D2d
2.64000000	0.97981658	1.04665293	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38697088	0.00373357	D2d
2.67000000	0.98035177	0.94666821	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38714021	0.00337433	D2d
2.70000000	0.98069750	0.95297982	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38718831	0.00330520	D2d
2.73000000	0.98116878	0.90355501	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38740679	0.00300327	D2d
2.76000000	0.98154397	0.91530589	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38743831	0.00292349	D2d
2.79000000	0.98191819	0.79865559	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38761927	0.00252882	D2d
2.82000000	0.98218887	0.82279470	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38761847	0.00286765	D2d
2.85000000	0.98254747	0.77437950	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38771917	0.00237080	D2d
2.88000000	0.98287496	0.71386732	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38772334	0.00230749	D2d
2.91000000	0.98317572	0.66848997	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38783505	0.00218217	D2d
2.94000000	0.98342447	0.68047782	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38789624	0.00205800	D2d
2.97000000	0.98365365	0.64783368	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38791386	0.00210040	D2d
3.00000000	0.98393071	0.64779899	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38793376	0.00200006	D2d
3.03000000	0.98407580	0.62540695	-0.00000000	-1.00000000	-1.00000000	-1.00000000	1.38803541	0.00189545	D2d
0.03000000	0.00912724	0.00262297	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06077749	0.00316007	D2d
0.06000000	0.01917603	0.01059977	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06143311	0.00590751	D2d
0.09000000	0.02866706	0.02540187	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06045821	0.00944188	D2d
0.12000000	0.03816292	0.04390380	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06082237	0.01213006	D2d
0.15000000	0.04763271	0.06651982	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06088281	0.01401080	D2d
0.18000000	0.05733707	0.09869698	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06125770	0.01865564	D2d
0.21000000	0.06729239	0.13349658	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06108698	0.02024900	D2d
0.24000000	0.07701272	0.18060182	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06066626	0.02305114	D2d
0.27000000	0.08635561	0.20619857	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06125340	0.02653868	D2d
0.30000000	0.09586276	0.27243044	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06136303	0.03099815	D2d
0.33000000	0.10555762	0.31635005	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06131609	0.03452835	D2d
0.36000000	0.11466167	0.36887698	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06141473	0.03680883	D2d
0.39000000	0.12466116	0.44161494	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06072447	0.03883761	D2d
0.42000000	0.13447467	0.51541959	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06093535	0.04187361	D2d
0.45000000	0.14395613	0.61902962	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06121950	0.04744417	D2d
0.48000000	0.15362228	0.69126161	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06096624	0.04546156	D2d
0.51000000	0.16306607	0.78438916	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06097267	0.05176760	D2d
0.54000000	0.17272746	0.89024024	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06110816	0.05320049	D2d
0.57000000	0.18242531	0.95181186	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06138018	0.05618093	D2d
0.60000000	0.19186644	1.11447511	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06103950	0.06112943	D2d
0.63000000	0.20155177	1.15825775	-0.04687500	-1.00000000	-1.00000000	-1.00000000	0.06127193	0.06777714	D2d
