0.10000000	0.03011091	0.01038942	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.14633204	0.01442256	0.16933222	0.00954982	D2d
0.20000000	0.05747013	0.04094148	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.14832110	0.02779676	0.17278359	0.02005160	D2d
0.30000000	0.09024327	0.08431434	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.14714986	0.04351862	0.17309687	0.03157416	D2d
0.40000000	0.12268499	0.16520452	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.14949002	0.05501467	0.17308928	0.04012316	D2d
0.50000000	0.15196957	0.20549268	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.15188665	0.07802525	0.16947836	0.04706097	D2d
0.60000000	0.18146103	0.31101051	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.15843590	0.09587819	0.17372342	0.06112190	D2d
0.70000000	0.21089499	0.51218285	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.16300621	0.10836010	0.17526789	0.07648896	D2d
0.80000000	0.23603036	0.59988585	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.17217390	0.13547670	0.16983280	0.08177348	D2d
0.90000000	0.26594891	0.72183216	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.17243629	0.18078058	0.17001174	0.09253597	D2d
1.00000000	0.29153231	0.99485768	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.18599058	0.21979343	0.17053849	0.09949370	D2d
1.10000000	0.31623515	0.91144928	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.19194956	0.25262110	0.17005085	0.11896948	D2d
1.20000000	0.34024691	1.07702565	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.20307511	0.30019063	0.17268568	0.11951285	D2d
1.30000000	0.36477537	1.32748517	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.21104928	0.43857381	0.17222536	0.13461560	D2d
1.40000000	0.39227793	1.46477239	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.23216946	0.44884263	0.17036079	0.13036388	D2d
1.50000000	0.41489252	1.92801277	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.25308584	0.60639759	0.16953806	0.13351295	D2d
1.60000000	0.44123470	2.20898461	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.27781233	0.85701610	0.17449401	0.18792769	D2d
1.70000000	0.46702540	3.03074589	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.32615051	1.30798925	0.17238144	0.19753532	D2d
1.80000000	0.50333339	4.31160187	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.39774953	1.96711930	0.17186491	0.18966444	D2d
1.90000000	0.55475227	6.92823678	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.51451896	2.61134004	0.17302255	0.28435497	D2d
2.00000000	0.61372648	7.82734080	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.65012620	2.36105679	0.16933565	0.35349964	D2d
2.10000000	0.65973348	6.91786917	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.74714073	1.61227251	0.16718713	0.43662813	D2d
2.20000000	0.70088607	4.69483627	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.82294525	0.76837871	0.16828095	0.42271692	D2d
2.30000000	0.72741094	4.67101229	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.86289935	0.61785929	0.16720211	0.47345585	D2d
2.40000000	0.74661779	3.56629415	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.89190274	0.46394497	0.16980085	0.54302047	D2d
2.50000000	0.76683661	2.87941550	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.92234420	0.34191476	0.16999114	0.63666082	D2d
2.60000000	0.77876540	2.68393109	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.93902408	0.36475465	0.16224656	0.58648060	D2d
2.70000000	0.79058471	2.74200547	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.95817781	0.35250409	0.17289268	0.67784922	D2d
2.80000000	0.80082016	2.65988784	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.97155562	0.35978657	0.16347956	0.71541327	D2d
2.90000000	0.81002231	2.62936208	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.98584601	0.32753457	0.15766034	0.71434352	D2d
3.00000000	0.81722906	2.09933846	0.00000000	-0.04166667	-0.04166667	-1.00000000	0.99890847	0.27685631	0.16564510	0.69233356	D2d
3.10000000	0.82361442	1.95762559	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.00804901	0.26372680	0.16606389	0.88087212	D2d
3.20000000	0.83119227	1.67629077	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.02144518	0.22652424	0.17141931	0.95135228	D2d
3.30000000	0.83599031	1.80746569	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.02950758	0.22815690	0.17744582	1.15362972	D2d
3.40000000	0.84108533	1.85440019	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.03787377	0.23345786	0.17068003	1.13938703	D2d
3.50000000	0.84530802	1.42372893	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.04651781	0.19561124	0.17733889	1.27359082	D2d
3.60000000	0.84998125	1.46701688	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.05484930	0.19132202	0.16638728	1.11591485	D2d
3.70000000	0.85396546	1.58883096	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.06187753	0.20821565	0.16600675	1.18009573	D2d
3.80000000	0.85617296	1.64336176	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.06625716	0.20922585	0.17132381	1.14559955	D2d
3.90000000	0.85970049	1.59954146	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.07481278	0.19002003	0.17281427	1.43939600	D2d
4.00000000	0.86278603	1.48500708	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.07987706	0.18516497	0.16448823	1.16227482	D2d
4.10000000	0.86556192	1.55987028	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.08470557	0.17862023	0.17063649	1.41318583	D2d
4.20000000	0.86794674	1.27459645	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.08960006	0.14573191	0.16500808	1.24851962	D2d
4.30000000	0.86940583	1.48352499	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.09153538	0.15989272	0.16551262	1.30974117	D2d
4.40000000	0.87225708	1.38408119	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.09852138	0.14912248	0.16596652	1.47031488	D2d
4.50000000	0.87525447	1.42037453	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.10495466	0.16181062	0.16554649	1.52936280	D2d
4.60000000	0.87723592	1.27469227	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.10777593	0.12338091	0.16353775	1.53966595	D2d
4.70000000	0.87884063	1.38932428	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.11179071	0.13382816	0.16605425	1.76392686	D2d
4.80000000	0.87977265	1.17142218	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.11332522	0.11990071	0.16329291	1.43960462	D2d
4.90000000	0.88228821	1.23791199	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.11836871	0.11955310	0.16159284	1.49017253	D2d
5.00000000	0.88426585	1.12101550	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.12222629	0.10227974	0.16552920	1.73779070	D2d
5.10000000	0.88575862	1.13163246	0.00000000	-0.04166667	-0.04166667	-1.00000000	1.12474700	0.10170484	0.16386313	1.74145884	D2d
0.10000000	0.02842976	0.01037799	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.14625970	0.01433358	0.16948804	0.00934845	D2d
0.20000000	0.05793930	0.04218783	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.14753484	0.02610616	0.17134636	0.01981609	D2d
0.30000000	0.08396203	0.09061478	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.14957155	0.04741947	0.17214923	0.02980427	D2d
0.40000000	0.11644800	0.15605404	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.14839159	0.05210671	0.17283089	0.03924389	D2d
0.50000000	0.14320559	0.25654282	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.15751971	0.08503483	0.17582463	0.05336760	D2d
0.60000000	0.17329483	0.33528519	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.15775892	0.09145771	0.17396502	0.05795973	D2d
0.70000000	0.19729904	0.47721691	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.16354147	0.12657228	0.17084585	0.05858774	D2d
0.80000000	0.22475713	0.59042751	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.16614280	0.15147606	0.16944227	0.08405101	D2d
0.90000000	0.24581693	0.76939290	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.17576680	0.16839267	0.17167145	0.09037384	D2d
1.00000000	0.27321920	0.88844959	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.17961919	0.19277868	0.17068737	0.09760959	D2d
1.10000000	0.29726025	1.16142246	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.19143927	0.25069179	0.17219663	0.11479459	D2d
1.20000000	0.32096993	1.10892592	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.20213358	0.28734622	0.17209383	0.12913533	D2d
1.30000000	0.34356140	1.42448845	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.20945437	0.36345094	0.17286683	0.14539265	D2d
1.40000000	0.36540583	1.66795195	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.23102115	0.44448005	0.17205607	0.13644639	D2d
1.50000000	0.39114916	1.75693932	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.25275279	0.63037472	0.17114258	0.14834564	D2d
1.60000000	0.41325006	2.25544251	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.28266370	0.78915683	0.17238069	0.17157517	D2d
1.70000000	0.44177227	3.39817629	0.00000000	-0.08333333	-0.08333333	-1.00000000	0.33117426	1.25514590	0.17094521	0.19861841	D2d
