0.02875000	0.01432828	0.00511154	-1.00000000	-1.00000000	-2.00000000	0.00002678	0.00004123	0.00003129	0.00005627	0.00003129	0.00005627	D2d
0.05750000	0.02875573	0.01970227	-1.00000000	-1.00000000	-2.00000000	0.00002439	0.00006838	0.00002902	0.00009681	0.00002902	0.00009681	D2d
0.08625000	0.04299505	0.04494972	-1.00000000	-1.00000000	-2.00000000	0.00002196	0.00008312	0.00001868	0.00006016	0.00001868	0.00006016	D2d
0.11500000	0.05757379	0.07748153	-1.00000000	-1.00000000	-2.00000000	0.00001938	0.00008637	0.00002210	0.00011227	0.00002210	0.00011227	D2d
0.14375000	0.07194031	0.11941210	-1.00000000	-1.00000000	-2.00000000	0.00002080	0.00012429	0.00003371	0.00032645	0.00003371	0.00032645	D2d
0.17250000	0.08633454	0.17299325	-1.00000000	-1.00000000	-2.00000000	0.00002107	0.00015307	0.00002756	0.00026198	0.00002756	0.00026198	D2d
0.20125000	0.10041833	0.22871959	-1.00000000	-1.00000000	-2.00000000	0.00002344	0.00022110	0.00002013	0.00016302	0.00002013	0.00016302	D2d
0.23000000	0.11451651	0.30363562	-1.00000000	-1.00000000	-2.00000000	0.00001809	0.00015045	0.00002775	0.00035403	0.00002775	0.00035403	D2d
0.25875000	0.12885298	0.40267945	-1.00000000	-1.00000000	-2.00000000	0.00001927	0.00019198	0.00002876	0.00042768	0.00002876	0.00042768	D2d
0.28750000	0.14252384	0.47183014	-1.00000000	-1.00000000	-2.00000000	0.00002640	0.00040050	0.00002832	0.00046084	0.00002832	0.00046084	D2d
0.31625000	0.15668670	0.58951930	-1.00000000	-1.00000000	-2.00000000	0.00001939	0.00023772	0.00003655	0.00084459	0.00003655	0.00084459	D2d
0.34500000	0.17047468	0.66012486	-1.00000000	-1.00000000	-2.00000000	0.00002025	0.00028274	0.00003764	0.00097734	0.00003764	0.00097734	D2d
0.37375000	0.18447716	0.82589290	-1.00000000	-1.00000000	-2.00000000	0.00002516	0.00047308	0.00002450	0.00044844	0.00002450	0.00044844	D2d
0.40250000	0.19840046	0.89134658	-1.00000000	-1.00000000	-2.00000000	0.00002201	0.00038968	0.00001967	0.00031136	0.00001967	0.00031136	D2d
0.43125000	0.21185313	1.09272536	-1.00000000	-1.00000000	-2.00000000	0.00002970	0.00076041	0.00003994	0.00137509	0.00003994	0.00137509	D2d
0.46000000	0.22556580	1.22883185	-1.00000000	-1.00000000	-2.00000000	0.00002780	0.00071069	0.00004344	0.00173534	0.00004344	0.00173534	D2d
0.48875000	0.23915252	1.31717019	-1.00000000	-1.00000000	-2.00000000	0.00002023	0.00039980	0.00003267	0.00104287	0.00003267	0.00104287	D2d
0.51750000	0.25279580	1.54986306	-1.00000000	-1.00000000	-2.00000000	0.00001997	0.00041274	0.00003630	0.00136349	0.00003630	0.00136349	D2d
0.54625000	0.26636784	1.65803192	-1.00000000	-1.00000000	-2.00000000	0.00002296	0.00057565	0.00003104	0.00105218	0.00003104	0.00105218	D2d
0.57500000	0.27975450	1.85030624	-1.00000000	-1.00000000	-2.00000000	0.00001903	0.00041613	0.00003089	0.00109668	0.00003089	0.00109668	D2d
0.60375000	0.29335403	2.06915566	-1.00000000	-1.00000000	-2.00000000	0.00001934	0.00045156	0.00003652	0.00160936	0.00003652	0.00160936	D2d
0.63250000	0.30707115	2.28657347	-1.00000000	-1.00000000	-2.00000000	0.00001502	0.00028508	0.00003828	0.00185267	0.00003828	0.00185267	D2d
0.66125000	0.32084038	2.46712900	-1.00000000	-1.00000000	-2.00000000	0.00003016	0.00120205	0.00003731	0.00184024	0.00003731	0.00184024	D2d
0.69000000	0.33474935	2.74573096	-1.00000000	-1.00000000	-2.00000000	0.00001628	0.00036551	0.00003785	0.00197564	0.00003785	0.00197564	D2d
0.71875000	0.34837730	2.90515430	-1.00000000	-1.00000000	-2.00000000	0.00004280	0.00263208	0.00003962	0.00225543	0.00003962	0.00225543	D2d
0.74750000	0.36273177	3.35909447	-1.00000000	-1.00000000	-2.00000000	0.00002185	0.00071338	0.00004882	0.00356081	0.00004882	0.00356081	D2d
0.77625000	0.37735383	3.80359797	-1.00000000	-1.00000000	-2.00000000	0.00002410	0.00090144	0.00004617	0.00330722	0.00004617	0.00330722	D2d
0.80500000	0.39265453	4.46855237	-1.00000000	-1.00000000	-2.00000000	0.00002072	0.00069063	0.00006235	0.00625585	0.00006235	0.00625585	D2d
0.83375000	0.40953578	5.23398167	-1.00000000	-1.00000000	-2.00000000	0.00001540	0.00039508	0.00007423	0.00918361	0.00007423	0.00918361	D2d
0.86250000	0.43304406	10.04774517	-1.00000000	-1.00000000	-2.00000000	0.00001715	0.00050733	0.00010146	0.01775008	0.00010146	0.01775008	D2d
0.89125000	0.48535105	16.92741133	-1.00000000	-1.00000000	-2.00000000	0.00003159	0.00177785	0.00026504	0.12515463	0.00026504	0.12515463	D2d
0.92000000	0.52585327	11.82183497	-1.00000000	-1.00000000	-2.00000000	0.00006281	0.00725440	0.00039039	0.28027809	0.00039039	0.28027809	D2d
0.94875000	0.55480130	9.57823789	-1.00000000	-1.00000000	-2.00000000	0.00003868	0.00283780	0.00039975	0.30307188	0.00039975	0.30307188	D2d
0.97750000	0.57948188	8.96242166	-1.00000000	-1.00000000	-2.00000000	0.00006074	0.00721004	0.00043344	0.36710820	0.00043344	0.36710820	D2d
1.00625000	0.60089637	9.10029187	-1.00000000	-1.00000000	-2.00000000	0.00006048	0.00735738	0.00044706	0.40202244	0.00044706	0.40202244	D2d
1.03500000	0.62102682	9.13235856	-1.00000000	-1.00000000	-2.00000000	0.00011573	0.02771204	0.00048602	0.48872083	0.00048602	0.48872083	D2d
1.06375000	0.64901365	25.28540779	-1.00000000	-1.00000000	-2.00000000	0.00011802	0.02961751	0.00048886	0.50819300	0.00048886	0.50819300	D2d
1.09250000	0.68767068	15.95960251	-1.00000000	-1.00000000	-2.00000000	0.00020983	0.09615436	0.00051511	0.57947646	0.00051511	0.57947646	D2d
1.12125000	0.71352636	16.43110632	-1.00000000	-1.00000000	-2.00000000	0.00035522	0.28282683	0.00054057	0.65497204	0.00054057	0.65497204	D2d
1.15000000	0.74832499	10.56229638	-1.00000000	-1.00000000	-2.00000000	0.00043407	0.43315173	0.00057163	0.75116906	0.00057163	0.75116906	D2d
1.17875000	0.76513224	8.95548857	-1.00000000	-1.00000000	-2.00000000	0.00045971	0.49796581	0.00058392	0.80341596	0.00058392	0.80341596	D2d
1.20750000	0.78083209	8.61343160	-1.00000000	-1.00000000	-2.00000000	0.00052169	0.65694276	0.00061612	0.91628472	0.00061612	0.91628472	D2d
1.23625000	0.79422780	7.78429756	-1.00000000	-1.00000000	-2.00000000	0.00051392	0.65269203	0.00061812	0.94419969	0.00061812	0.94419969	D2d
1.26500000	0.81062776	7.32272078	-1.00000000	-1.00000000	-2.00000000	0.00053714	0.72958167	0.00063286	1.01280296	0.00063286	1.01280296	D2d
1.29375000	0.82408608	6.47590257	-1.00000000	-1.00000000	-2.00000000	0.00055664	0.80134503	0.00064790	1.08563380	0.00064790	1.08563380	D2d
1.32250000	0.83381433	6.83582185	-1.00000000	-1.00000000	-2.00000000	0.00055943	0.82738498	0.00065355	1.12920396	0.00065355	1.12920396	D2d
1.35125000	0.84241675	6.06161558	-1.00000000	-1.00000000	-2.00000000	0.00057774	0.90160646	0.00066606	1.19832442	0.00066606	1.19832442	D2d
1.38000000	0.85111503	5.38694202	-1.00000000	-1.00000000	-2.00000000	0.00057103	0.89950624	0.00065808	1.19467317	0.00065808	1.19467317	D2d
1.40875000	0.85951939	5.82183079	-1.00000000	-1.00000000	-2.00000000	0.00057914	0.94451908	0.00066744	1.25449227	0.00066744	1.25449227	D2d
1.43750000	0.86572719	5.30478364	-1.00000000	-1.00000000	-2.00000000	0.00058438	0.98130986	0.00067194	1.29741097	0.00067194	1.29741097	D2d
1.46625000	0.87221763	4.78348874	-1.00000000	-1.00000000	-2.00000000	0.00059123	1.02456714	0.00067964	1.35386942	0.00067964	1.35386942	D2d
1.49500000	0.87787877	4.55395192	-1.00000000	-1.00000000	-2.00000000	0.00059750	1.06691098	0.00068354	1.39632164	0.00068354	1.39632164	D2d
1.52375000	0.88360063	5.22742916	-1.00000000	-1.00000000	-2.00000000	0.00060702	1.12234872	0.00069579	1.47461358	0.00069579	1.47461358	D2d
1.55250000	0.88845187	4.65954438	-1.00000000	-1.00000000	-2.00000000	0.00060258	1.12688267	0.00069104	1.48202466	0.00069104	1.48202466	D2d
1.58125000	0.89232988	4.55476768	-1.00000000	-1.00000000	-2.00000000	0.00061861	1.20960498	0.00070586	1.57488258	0.00070586	1.57488258	D2d
1.61000000	0.89654812	4.15757852	-1.00000000	-1.00000000	-2.00000000	0.00061034	1.19888264	0.00069911	1.57299560	0.00069911	1.57299560	D2d
1.63875000	0.90174995	3.96566813	-1.00000000	-1.00000000	-2.00000000	0.00062004	1.25939112	0.00070650	1.63514062	0.00070650	1.63514062	D2d
1.66750000	0.90465831	4.22639036	-1.00000000	-1.00000000	-2.00000000	0.00061843	1.27486426	0.00070798	1.67076724	0.00070798	1.67076724	D2d
