0.08541667	0.02627924	0.00764518	-0.04166667	-0.04166667	-1.00000000	0.08068585	0.06616947	0.01252114	0.00852216	D2d
0.17083333	0.05273631	0.02924253	-0.04166667	-0.04166667	-1.00000000	0.08047508	0.06638293	0.02531912	0.01590631	D2d
0.25625000	0.07903605	0.06263209	-0.04166667	-0.04166667	-1.00000000	0.08096899	0.06591002	0.03872168	0.02384357	D2d
0.34166667	0.10441023	0.11659146	-0.04166667	-0.04166667	-1.00000000	0.08193947	0.06602206	0.05138367	0.03251281	D2d
0.42708333	0.13045278	0.16544903	-0.04166667	-0.04166667	-1.00000000	0.08258110	0.06551235	0.06961107	0.04267125	D2d
0.51250000	0.15482135	0.26347795	-0.04166667	-0.04166667	-1.00000000	0.08304999	0.06617494	0.07646631	0.04999504	D2d
0.59791667	0.18101360	0.33019560	-0.04166667	-0.04166667	-1.00000000	0.08478171	0.06632258	0.09961148	0.05857388	D2d
0.68333333	0.20437404	0.43559232	-0.04166667	-0.04166667	-1.00000000	0.08857273	0.06606412	0.11993944	0.06822020	D2d
0.76875000	0.22882026	0.51416607	-0.04166667	-0.04166667	-1.00000000	0.09018047	0.06628118	0.14609635	0.07674092	D2d
0.85416667	0.25201821	0.61751878	-0.04166667	-0.04166667	-1.00000000	0.09310634	0.06696474	0.17090046	0.08501969	D2d
0.93958333	0.27406224	0.75891840	-0.04166667	-0.04166667	-1.00000000	0.09626747	0.06588030	0.19771300	0.08685824	D2d
1.02500000	0.29685475	0.88044102	-0.04166667	-0.04166667	-1.00000000	0.10034182	0.06608311	0.21948452	0.10339182	D2d
1.11041667	0.31849777	1.02820073	-0.04166667	-0.04166667	-1.00000000	0.10384875	0.06633983	0.26504465	0.11396260	D2d
1.19583333	0.33991898	1.12706640	-0.04166667	-0.04166667	-1.00000000	0.10923102	0.06636799	0.30541737	0.11861894	D2d
1.28125000	0.36021716	1.29399211	-0.04166667	-0.04166667	-1.00000000	0.11613006	0.06604125	0.39403995	0.13086031	D2d
1.36666667	0.38100747	1.44614088	-0.04166667	-0.04166667	-1.00000000	0.12407724	0.06613621	0.47691608	0.14437008	D2d
1.45208333	0.40086353	1.55343924	-0.04166667	-0.04166667	-1.00000000	0.13132464	0.06632653	0.55845264	0.15307495	D2d
1.53750000	0.42038871	1.67309795	-0.04166667	-0.04166667	-1.00000000	0.14162776	0.06661895	0.69898141	0.15678638	D2d
1.62291667	0.44103549	2.07758240	-0.04166667	-0.04166667	-1.00000000	0.15725460	0.06616579	0.92000455	0.16368035	D2d
1.70833333	0.46291536	2.37850253	-0.04166667	-0.04166667	-1.00000000	0.18101349	0.06661069	1.41732096	0.18575669	D2d
1.79375000	0.48452783	3.04244856	-0.04166667	-0.04166667	-1.00000000	0.21360982	0.06644002	2.10851548	0.19039636	D2d
1.87916667	0.51319764	4.77793165	-0.04166667	-0.04166667	-1.00000000	0.28269892	0.06620024	4.04645938	0.21233188	D2d
1.96458333	0.57159382	10.44927575	-0.04166667	-0.04166667	-1.00000000	0.48201660	0.06595012	7.06461099	0.26669534	D2d
2.05000000	0.63472970	8.35212986	-0.04166667	-0.04166667	-1.00000000	0.66272074	0.06515456	2.92281671	0.34174087	D2d
2.13541667	0.67772096	5.92600493	-0.04166667	-0.04166667	-1.00000000	0.75596168	0.06533279	1.33091763	0.38526358	D2d
2.22083333	0.70626135	4.77024863	-0.04166667	-0.04166667	-1.00000000	0.80760108	0.06446871	0.97788325	0.47429412	D2d
2.30625000	0.73029621	4.02903286	-0.04166667	-0.04166667	-1.00000000	0.84644739	0.06503432	0.71446201	0.50508161	D2d
2.39166667	0.74732504	3.73760086	-0.04166667	-0.04166667	-1.00000000	0.87445428	0.06459705	0.60619606	0.51236623	D2d
2.47708333	0.76261163	3.19270766	-0.04166667	-0.04166667	-1.00000000	0.89831076	0.06389575	0.50988452	0.56589116	D2d
2.56250000	0.77574680	2.80985538	-0.04166667	-0.04166667	-1.00000000	0.91967382	0.06470050	0.46470859	0.63982579	D2d
2.64791667	0.78629743	2.76072340	-0.04166667	-0.04166667	-1.00000000	0.93510429	0.06505475	0.47230380	0.64873545	D2d
2.73333333	0.79569196	2.62902542	-0.04166667	-0.04166667	-1.00000000	0.95134994	0.06389138	0.44579644	0.69941245	D2d
2.81875000	0.80411962	2.27387744	-0.04166667	-0.04166667	-1.00000000	0.96580407	0.06516950	0.37302763	0.72510333	D2d
2.90416667	0.81133176	2.29686352	-0.04166667	-0.04166667	-1.00000000	0.97735820	0.06281173	0.38090113	0.76166275	D2d
2.98958333	0.81794006	2.02991526	-0.04166667	-0.04166667	-1.00000000	0.98957326	0.06390261	0.33120202	0.80589829	D2d
3.07500000	0.82382798	2.03678173	-0.04166667	-0.04166667	-1.00000000	0.99951798	0.06310920	0.33440464	0.78433156	D2d
3.16041667	0.82924391	1.94864340	-0.04166667	-0.04166667	-1.00000000	1.00940761	0.06334496	0.30704106	0.86681050	D2d
3.24583333	0.83413409	1.87722591	-0.04166667	-0.04166667	-1.00000000	1.01832111	0.06321493	0.28459522	0.84790108	D2d
3.33125000	0.83852357	1.69744345	-0.04166667	-0.04166667	-1.00000000	1.02615136	0.06361193	0.26138746	0.93454705	D2d
3.41666667	0.84225026	1.59202816	-0.04166667	-0.04166667	-1.00000000	1.03322258	0.06248541	0.25962273	0.96725326	D2d
3.50208333	0.84626342	1.58496284	-0.04166667	-0.04166667	-1.00000000	1.04119299	0.06184091	0.24688883	0.97128805	D2d
3.58750000	0.84919167	1.59038750	-0.04166667	-0.04166667	-1.00000000	1.04626071	0.06261630	0.24227057	1.01075466	D2d
3.67291667	0.85276406	1.49537374	-0.04166667	-0.04166667	-1.00000000	1.05369809	0.06284687	0.22184746	1.06542342	D2d
3.75833333	0.85528855	1.66721502	-0.04166667	-0.04166667	-1.00000000	1.05848502	0.06428423	0.24126590	1.07943639	D2d
3.84375000	0.85878573	1.52735580	-0.04166667	-0.04166667	-1.00000000	1.06584785	0.06376435	0.21315592	1.18496228	D2d
3.92916667	0.86115178	1.53198300	-0.04166667	-0.04166667	-1.00000000	1.07015730	0.06371175	0.20905466	1.26506441	D2d
4.01458333	0.86340820	1.45084020	-0.04166667	-0.04166667	-1.00000000	1.07477105	0.06371715	0.19863305	1.19761628	D2d
4.10000000	0.86584471	1.42615220	-0.04166667	-0.04166667	-1.00000000	1.07999599	0.06293841	0.19362374	1.32494204	D2d
4.18541667	0.86791708	1.44915680	-0.04166667	-0.04166667	-1.00000000	1.08391447	0.06284203	0.18676008	1.32692457	D2d
4.27083333	0.86996280	1.48143216	-0.04166667	-0.04166667	-1.00000000	1.08837001	0.06311193	0.18928827	1.32175365	D2d
4.35625000	0.87181840	1.28779503	-0.04166667	-0.04166667	-1.00000000	1.09160824	0.06296747	0.17294736	1.37005644	D2d
4.44166667	0.87372534	1.46586563	-0.04166667	-0.04166667	-1.00000000	1.09583568	0.06265085	0.17383753	1.43810363	D2d
4.52708333	0.87569615	1.32104024	-0.04166667	-0.04166667	-1.00000000	1.10020078	0.06246430	0.16492259	1.48692635	D2d
4.61250000	0.87724692	1.26526765	-0.04166667	-0.04166667	-1.00000000	1.10328490	0.06242985	0.15913493	1.48318101	D2d
4.69791667	0.87868189	1.36002401	-0.04166667	-0.04166667	-1.00000000	1.10622448	0.06196433	0.16150763	1.54452619	D2d
4.78333333	0.88017066	1.31437077	-0.04166667	-0.04166667	-1.00000000	1.10917217	0.06292861	0.15209051	1.57293817	D2d
4.86875000	0.88184978	1.30169903	-0.04166667	-0.04166667	-1.00000000	1.11269128	0.06346051	0.14519586	1.67282235	D2d
4.95416667	0.88323227	1.22214074	-0.04166667	-0.04166667	-1.00000000	1.11547837	0.06347337	0.13227413	1.64089073	D2d
5.03958333	0.88463592	1.28778508	-0.04166667	-0.04166667	-1.00000000	1.11856055	0.06273263	0.13409392	1.77852693	D2d
5.12500000	0.88583555	1.28126955	-0.04166667	-0.04166667	-1.00000000	1.12085952	0.06323647	0.14107103	1.75851820	D2d
5.21041667	0.88729218	1.25260475	-0.04166667	-0.04166667	-1.00000000	1.12376221	0.06318434	0.13028938	1.84680643	D2d
5.29583333	0.88846310	1.24571789	-0.04166667	-0.04166667	-1.00000000	1.12628274	0.06374006	0.13100693	1.86541033	D2d
5.38125000	0.88925653	1.22050716	-0.04166667	-0.04166667	-1.00000000	1.12773014	0.06307009	0.12228095	1.88555636	D2d
5.46666667	0.89053199	1.30368403	-0.04166667	-0.04166667	-1.00000000	1.13035295	0.06420736	0.12626159	2.01829134	D2d
5.55208333	0.89177154	1.22458029	-0.04166667	-0.04166667	-1.00000000	1.13294037	0.06340986	0.12046801	2.02299997	D2d
5.63750000	0.89280638	1.20308616	-0.04166667	-0.04166667	-1.00000000	1.13518004	0.06271616	0.11469527	2.00304056	D2d
5.72291667	0.89404003	1.27425918	-0.04166667	-0.04166667	-1.00000000	1.13735394	0.06314216	0.11816704	2.05935750	D2d
5.80833333	0.89487067	1.25352137	-0.04166667	-0.04166667	-1.00000000	1.13913461	0.06264946	0.11712317	2.09591215	D2d
5.89375000	0.89573309	1.28378419	-0.04166667	-0.04166667	-1.00000000	1.14087761	0.06386756	0.11062579	2.05847698	D2d
5.97916667	0.89664929	1.25178176	-0.04166667	-0.04166667	-1.00000000	1.14280157	0.06352406	0.10775882	2.08795521	D2d
6.06458333	0.89759518	1.22452656	-0.04166667	-0.04166667	-1.00000000	1.14453276	0.06484377	0.10236759	2.25128037	D2d
6.15000000	0.89864876	1.21590287	-0.04166667	-0.04166667	-1.00000000	1.14645426	0.06256644	0.10767340	2.15638624	D2d
6.23541667	0.89932682	1.30293253	-0.04166667	-0.04166667	-1.00000000	1.14794578	0.06445088	0.10798161	2.34885369	D2d
6.32083333	0.90011769	1.15312942	-0.04166667	-0.04166667	-1.00000000	1.14925585	0.06296103	0.09536779	2.40080719	D2d
6.40625000	0.90089292	1.24687613	-0.04166667	-0.04166667	-1.00000000	1.15098152	0.06416118	0.10004285	2.34811115	D2d
6.49166667	0.90175849	1.17971221	-0.04166667	-0.04166667	-1.00000000	1.15258839	0.06426090	0.09313109	2.40335278	D2d
6.57708333	0.90260331	1.28525046	-0.04166667	-0.04166667	-1.00000000	1.15438565	0.06347462	0.09355573	2.23159047	D2d
6.66250000	0.90324957	1.23027463	-0.04166667	-0.04166667	-1.00000000	1.15555630	0.06435973	0.09183779	2.52979554	D2d
6.74791667	0.90398325	1.20566843	-0.04166667	-0.04166667	-1.00000000	1.15685842	0.06447670	0.08788755	2.57166893	D2d
6.83333333	0.90452851	1.20317346	-0.04166667	-0.04166667	-1.00000000	1.15802680	0.06358885	0.08633123	2.57792229	D2d
6.91875000	0.90531058	1.23970391	-0.04166667	-0.04166667	-1.00000000	1.15945066	0.06469524	0.08683194	2.54599415	D2d
