$$ Welcome to speedtest. 
$$ Argument [0]: ./speedtest 
$$ Argument [1]: Hello 
$$ Testing speed versus samples on d2d 4/6/8. 
$$ Initialisation took 494346 microseconds. 
4330	5558105	44518873	150694172
4340	5571585	44614109	151035373
4350	5582722	44750139	151393352
4360	5595560	44832517	151742980
4370	5612820	44932170	152064129
4380	5619792	45038805	152441797
4390	5631794	45116683	152758524
4400	5643254	45244057	153119927
4410	5666478	45339187	153454168
4420	5669580	45478855	153815808
4430	5681774	45547426	154180171
4440	5696130	45664869	154511253
4450	5715020	45737337	154924318
4460	5722361	45844033	155208416
4470	5733837	45949418	155560689
4480	5749836	46053878	155937452
4490	5766327	46223809	156251057
4500	5780121	46294868	156614262
4510	5782397	46375424	156933589
4520	5798947	46456602	157347021
4530	5816871	46579369	157650962
4540	5828499	46664496	158021485
4550	5839883	46768279	158325916
4560	5874908	46889330	158646648
4570	5863090	46987064	159071149
4580	5873952	47074725	159377694
4590	5892509	47198964	159744695
4600	5908737	47284532	160070916
4610	5912282	47429177	160412361
4620	5929495	47492357	160819469
4630	5947393	47596723	161113338
4640	5954242	47706046	161494039
4650	5965287	47814324	161836180
4660	5984580	47931752	162169754
4670	5991215	48016087	162541979
4680	6014584	48101852	162846814
4690	6021796	48235904	163210006
4700	6032000	48337628	163554575
4710	6043396	48445216	163889767
4720	6055959	48529099	164285455
4730	6072679	48613729	164605306
4740	6081403	48745567	164958397
4750	6100899	48828040	165297403
4760	6132648	48949905	165627217
4770	6124201	49032568	166005773
4780	6134825	49134926	166347663
4790	6148337	49266138	166733329
4800	6156826	49364895	167066680
4810	6170096	49456363	167389224
4820	6190081	49563099	167765552
4830	6194483	49666061	168081909
4840	6209259	49780867	168436529
4850	6223301	49859192	168825876
4860	6236598	49958712	169137633
4870	6248020	50068134	169483378
4880	6262738	50162890	169847771
4890	6273420	50281481	170171304
4900	6292861	50371591	170540591
4910	6298939	50481871	170854616
4920	6315494	50606768	171202951
4930	6328588	50681619	171586908
4940	6338244	50783220	171915352
4950	6354030	50915979	172256827
4960	6358336	50985206	172647477
4970	6382674	51098820	172940331
4980	6389802	51195398	173326148
4990	6401626	51290622	173677224
5000	6416358	51419823	173999414
5010	6427993	51506256	174361766
5020	6439380	51625504	174672041
5030	6476705	51735903	175023706
5040	6463584	51823062	175413471
5050	6478160	51914307	175722679
5060	6496424	52045487	176070406
5070	6507188	52118560	176472191
5080	6522706	52221159	176790260
5090	6533945	52356652	177110834
5100	6548895	52434029	177513204
5110	6558816	52529120	177854277
5120	6577632	52678718	178165034
5130	6581523	52742947	178569622
5140	6595438	52827679	178888153
5150	6607398	52992293	179218909
5160	6618244	53052650	179609301
5170	6632749	53143375	179919977
5180	6643873	53288611	180277945
5190	6662366	53355379	180644290
5200	6674588	53460209	180975072
5210	6689642	53591010	181284678
5220	6698098	53662258	181701933
5230	6706842	53779399	181998590
5240	6727388	53921895	182366010
5250	6733724	53975011	182756236
5260	6748128	54071529	183037101
5270	6767651	54199184	183409330
5280	6778236	54294960	183766534
5290	6793308	54391876	184105952
5300	6800444	54519384	184440602
5310	6813595	54591534	184843087
5320	6821993	54699560	185161977
5330	6859045	54809721	185504207
5340	6848219	54904445	185849229
5350	6864450	55021939	186205510
5360	6873835	55124648	186542934
5370	6889274	55221685	186902682
5380	6908498	55320969	187237425
5390	6923499	55413027	187580789
5400	6930902	55524581	187957565
5410	6950711	55631326	188330242
5420	6956538	55725273	188669425
5430	6968888	55857122	188985390
5440	6980731	55927615	189392493
5450	7008360	56047814	189719973
5460	7014567	56136105	190032891
5470	7016835	56240734	190401866
5480	7032709	56342080	190723023
5490	7052503	56458179	191075727
5500	7054694	56564865	191451697
5510	7067713	56633914	191782807
5520	7088476	56766222	192098741
5530	7092380	56886578	192412398
5540	7112872	56952885	192845231
5550	7120296	57056680	193211855
5560	7134482	57173432	193488649
5570	7146976	57276250	193873866
5580	7161144	57380200	194202175
5590	7176584	57472832	194524107
5600	7182347	57605279	194863929
5610	7197098	57678909	195266737
5620	7221882	57777972	195598881
5630	7223849	57883245	195922448
5640	7241915	58034690	196262670
5650	7246110	58085353	196664916
5660	7260948	58193444	197013184
5670	7280414	58310807	197328217
5680	7295947	58412500	197715144
5690	7301347	58502380	198069732
5700	7313058	58610015	198387229
5710	7344961	58719639	198694405
5720	7343162	58811122	199076401
5730	7361802	58941011	199442615
5740	7371351	59023379	199793048
5750	7377930	59151467	200100599
5760	7397476	59233101	200516257
5770	7407597	59330049	200845066
5780	7422627	59437677	201165314
5790	7443157	59569247	201510522
5800	7450884	59633600	201908316
5810	7464684	59740519	202271277
5820	7474353	59859454	202602167
5830	7495048	59983175	202920541
5840	7499320	60074723	203328805
5850	7516972	60171071	203626677
5860	7527361	60267754	203900467
5870	7530244	60372748	204245991
5880	7541831	60456858	204658805
5890	7562095	60548548	204993648
5900	7571855	60651926	205317163
5910	7589706	60796437	205691832
5920	7595064	60881920	206057069
5930	7617647	61000642	206369443
5940	7621841	61050224	206691044
5950	7662759	61304806	207017608
5960	7645271	61263923	207393117
5970	7659903	61396466	207814905
5980	7671537	61500870	208110051
5990	7687969	61584900	208435635
6000	7694896	61722636	208786288
6010	7715560	61796648	209130740
6020	7722471	61887029	209517498
6030	7753026	62014928	209834482
6040	7747736	62107999	210180940
6050	7767761	62203973	210667672
6060	7785072	62308420	210966537
6070	7789488	62413990	211214886
6080	7802016	62513291	211573104
6090	7815938	62626816	211890780
6100	7825161	62709801	212280532
6110	7850531	62814705	212619318
6120	7847566	62921286	212951101
