Report J1/J3 = -1.000 .
0.480	-0.932	0.333	-0.400	-0.400	1.000	0.153	0.125	0.091	0.054
0.600	-1.201	0.451	-0.400	-0.400	1.000	0.160	0.121	0.107	0.058
0.720	-1.442	0.774	-0.400	-0.400	1.000	0.173	0.121	0.139	0.074
0.840	-1.683	0.823	-0.400	-0.400	1.000	0.170	0.114	0.138	0.074
0.960	-1.946	1.281	-0.400	-0.400	1.000	0.180	0.120	0.217	0.081
1.080	-2.171	1.163	-0.400	-0.400	1.000	0.197	0.125	0.317	0.093
1.200	-2.422	1.867	-0.400	-0.400	1.000	0.222	0.113	0.421	0.105
1.320	-2.675	2.251	-0.400	-0.400	1.000	0.232	0.119	0.613	0.128
1.440	-2.883	2.632	-0.400	-0.400	1.000	0.249	0.109	0.718	0.121
1.560	-3.195	3.678	-0.400	-0.400	1.000	0.315	0.111	0.888	0.139
1.680	-3.510	5.664	-0.400	-0.400	1.000	0.407	0.111	1.889	0.168
1.800	-3.994	8.082	-0.400	-0.400	1.000	0.553	0.106	1.890	0.133
1.920	-4.589	7.932	-0.400	-0.400	1.000	0.736	0.100	0.928	0.197
2.040	-5.009	4.852	-0.400	-0.400	1.000	0.840	0.097	0.494	0.262
2.160	-5.410	4.909	-0.400	-0.400	1.000	0.913	0.089	0.400	0.164
2.280	-5.645	4.907	-0.400	-0.400	1.000	0.941	0.086	0.322	0.188
Report J1/J3 = -0.200 .
0.000	0.029	0.000	-0.200	-0.200	1.000	0.137	0.122	0.000	0.000
0.120	-0.040	0.012	-0.200	-0.200	1.000	0.149	0.123	0.015	0.012
0.240	-0.100	0.057	-0.200	-0.200	1.000	0.147	0.121	0.033	0.023
0.360	-0.177	0.108	-0.200	-0.200	1.000	0.150	0.123	0.063	0.059
0.480	-0.247	0.215	-0.200	-0.200	1.000	0.153	0.123	0.076	0.039
0.600	-0.317	0.383	-0.200	-0.200	1.000	0.158	0.124	0.086	0.064
0.720	-0.391	0.499	-0.200	-0.200	1.000	0.155	0.122	0.129	0.068
0.840	-0.448	0.643	-0.200	-0.200	1.000	0.166	0.123	0.151	0.088
0.960	-0.509	0.784	-0.200	-0.200	1.000	0.172	0.120	0.217	0.093
1.080	-0.569	0.886	-0.200	-0.200	1.000	0.180	0.118	0.240	0.112
1.200	-0.637	1.296	-0.200	-0.200	1.000	0.215	0.118	0.281	0.134
1.320	-0.692	1.641	-0.200	-0.200	1.000	0.217	0.123	0.432	0.168
1.440	-0.763	2.316	-0.200	-0.200	1.000	0.240	0.115	0.493	0.135
1.560	-0.829	2.672	-0.200	-0.200	1.000	0.290	0.123	0.965	0.116
1.680	-0.875	2.598	-0.200	-0.200	1.000	0.323	0.117	1.015	0.144
1.800	-1.005	4.276	-0.200	-0.200	1.000	0.459	0.120	1.771	0.207
1.920	-1.141	7.518	-0.200	-0.200	1.000	0.634	0.111	1.971	0.235
2.040	-1.257	6.790	-0.200	-0.200	1.000	0.758	0.111	1.044	0.367
2.160	-1.354	4.872	-0.200	-0.200	1.000	0.824	0.109	0.602	0.293
2.280	-1.438	4.544	-0.200	-0.200	1.000	0.890	0.106	0.531	0.426
Report J1/J3 = 0.000 .
0.000	0.011	0.000	0.000	0.000	1.000	0.137	0.122	0.000	0.000
0.120	-0.029	0.011	0.000	0.000	1.000	0.149	0.124	0.015	0.013
0.240	-0.069	0.057	0.000	0.000	1.000	0.146	0.121	0.037	0.021
0.360	-0.109	0.121	0.000	0.000	1.000	0.151	0.125	0.055	0.053
0.480	-0.146	0.220	0.000	0.000	1.000	0.150	0.124	0.063	0.062
0.600	-0.180	0.269	0.000	0.000	1.000	0.157	0.120	0.113	0.058
0.720	-0.235	0.467	0.000	0.000	1.000	0.169	0.122	0.127	0.079
0.840	-0.260	0.490	0.000	0.000	1.000	0.168	0.124	0.151	0.080
0.960	-0.294	0.688	0.000	0.000	1.000	0.179	0.118	0.215	0.086
1.080	-0.330	1.044	0.000	0.000	1.000	0.187	0.125	0.244	0.111
1.200	-0.369	1.088	0.000	0.000	1.000	0.197	0.122	0.378	0.091
1.320	-0.391	1.432	0.000	0.000	1.000	0.214	0.124	0.415	0.114
1.440	-0.427	1.694	0.000	0.000	1.000	0.242	0.125	0.658	0.144
1.560	-0.455	1.560	0.000	0.000	1.000	0.256	0.121	0.671	0.158
1.680	-0.491	3.699	0.000	0.000	1.000	0.323	0.121	1.140	0.184
1.800	-0.534	4.563	0.000	0.000	1.000	0.408	0.118	1.897	0.230
1.920	-0.595	7.503	0.000	0.000	1.000	0.531	0.121	2.223	0.262
